ROUTECODE,ROUTENAME,STOP_TYPE,STOP_DES,CLASSIFICA,X,Y
OPB6,TOWN CENTRE A LANE to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPB7,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPB7,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPC3,CITY GOLDEN ACRE C LANE to MANDALAY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPC3,CITY GOLDEN ACRE C LANE to MANDALAY,LAST,On Auber Avenue 2nd after Ryan,Stop,18.6247527433194,-34.0153355889318
OPC6,TOWN CENTRE A LANE to ARTSCAPE,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPC6,TOWN CENTRE A LANE to ARTSCAPE,LAST,On Hertzog Boulevard after D.F. Malan,Stop,18.4296301816068,-33.9202775806995
OPC7,ARTSCAPE to TOWN CENTRE,FIRST,On Hertzog Boulevard after Oswald Pirow,Stop,18.431024211625,-33.9220510202928
OPC7,ARTSCAPE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPC8,MOWBRAY to TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPC8,MOWBRAY to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPD0,KAPTEINSKLIP STN to CITY,FIRST,On Caravelle after Impala,Stop,18.6127867795906,-34.0660539374231
OPD0,KAPTEINSKLIP STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPD2,KAPTEINSKLIP STN to CITY,FIRST,On Merrydale Avenue after Spine,Stop,18.6192946146966,-34.0593579838643
OPD2,KAPTEINSKLIP STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPD5,SOMERSET HOSP to TAFELSIG LOST CITY,FIRST,On Beach Road after Granger,Stop,18.4171097098957,-33.9040816350474
OPD5,SOMERSET HOSP to TAFELSIG LOST CITY,LAST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPD6,LEAGUES to CITY,FIRST,On New Eisleben Road 1st after White Hart,Stop,18.59479774603,-34.0196940594702
OPD6,LEAGUES to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPD8,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPD8,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPE5,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPE5,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPE7,STOP 1387 SALT RIVER to TOWN CENTRE,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPE7,STOP 1387 SALT RIVER to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPF1,MOWBRAY - TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPF1,MOWBRAY - TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPF2,KAPTEINSKLIP STN to CITY,FIRST,On Merrydale Avenue after Spine,Stop,18.6192946146966,-34.0593579838643
OPF2,KAPTEINSKLIP STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPF4,STOP 1389 SALT RIVER to TAFELSIG LOST CITY,FIRST,On Victoria Road after Shannon,Stop,18.4592182050441,-33.9338257756639
OPF4,STOP 1389 SALT RIVER to TAFELSIG LOST CITY,LAST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPF7,ARTSCAPE to TOWN CENTRE,FIRST,On Heerengracht Street after Hertzog,Stop,18.4264346542723,-33.9194693969789
OPF7,ARTSCAPE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPG4,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPG4,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPG6,TOLLGATE STOP 1036 to BAYVIEW,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPG6,TOLLGATE STOP 1036 to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPG8,TOWN CENTRE A LANE to MOWBRAY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPG8,TOWN CENTRE A LANE to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPG9,MOWBRAY to TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPG9,MOWBRAY to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPH2,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPH2,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPH3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPH3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPI1,SOMERSET HOSP to TOWN CENTRE,FIRST,On Beach Road after Granger,Stop,18.4171097098957,-33.9040816350474
OPI1,SOMERSET HOSP to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPI6,TOWN CENTRE A LANE to MOWBRAY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPI6,TOWN CENTRE A LANE to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPI9,CITY GOLDEN ACRE B LANE to TAFELSIG LOST CITY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPI9,CITY GOLDEN ACRE B LANE to TAFELSIG LOST CITY,LAST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPJ0,SOMERSET HOSP to TOWN CENTRE,FIRST,On Beach Road after Granger,Stop,18.4171097098957,-33.9040816350474
OPJ0,SOMERSET HOSP to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPJ2,MOWBRAY to TAFELSIG LOST CITY,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPJ2,MOWBRAY to TAFELSIG LOST CITY,LAST,On Tafelberg Street after Bokkeveld,Stop,18.64046884704,-34.0546617360097
OPJ4,CITY GOLDEN ACRE D LANE to BEACON VALLEY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPJ4,CITY GOLDEN ACRE D LANE to BEACON VALLEY,LAST,On Spine Road after Weltevreden,Stop,18.6007400632829,-34.0662407723181
OPJ6,KAPTEINSKLIP STN to MOWBRAY,FIRST,On Caravelle after Impala,Stop,18.6127867795906,-34.0660539374231
OPJ6,KAPTEINSKLIP STN to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPK4,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPK4,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPK6,TOLLGATE STOP 1036 to TOWN CENTRE,FIRST,On Victoria Road after Selwyn,Stop,18.4413470325914,-33.9277508482396
OPK6,TOLLGATE STOP 1036 to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPL0,MOWBRAY to TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPL0,MOWBRAY to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPL4,TOLLGATE STOP 1036 to TAFELSIG LOST CITY,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPL4,TOLLGATE STOP 1036 to TAFELSIG LOST CITY,LAST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPL6,TOLLGATE STOP 1036 to TOWN CENTRE,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPL6,TOLLGATE STOP 1036 to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPL8,COLORADO PARK to CITY,FIRST,On Alabama Road after Montana,Stop,18.592221480106,-34.0263838325691
OPL8,COLORADO PARK to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPM2,ROCKLANDS - CAPE TOWN VIA FREEWAY,FIRST,On Park Avenue after Stable,Stop,18.6021887216124,-34.0575909350237
OPM2,ROCKLANDS - CAPE TOWN VIA FREEWAY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPM4,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPM4,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPM6,EASTRIDGE to CITY,FIRST,On Spine Road after A.Z. Berman,Stop,18.6328475039312,-34.0537827686959
OPM6,EASTRIDGE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPM8,CLOCK TOWER to CITY,FIRST,On Eisleben Road 1st after Selene,Stop,18.6020920973082,-34.0365402194156
OPM8,CLOCK TOWER to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPN0,STRANDFONTEIN VILL to CITY,FIRST,On Church Way after Ulm,Stop,18.570571347511,-34.0726660093489
OPN0,STRANDFONTEIN VILL to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPN1,LOTUS RIVER to CITY,FIRST,Grassy Park (Busy Corner),Station,18.4964590043788,-34.0490446164873
OPN1,LOTUS RIVER to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPN2,TOLLGATE STOP 1036 to TOWN CENTRE,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPN2,TOLLGATE STOP 1036 to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPN4,TOWN CENTRE B LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPN4,TOWN CENTRE B LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPN6,PORTLANDS to CITY,FIRST,On Eisleben Road 1st after Wespoort,Stop,18.6066948295393,-34.0481665684641
OPN6,PORTLANDS to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPO2,STOP 1387 SALT RIVER to TOWN CENTRE,FIRST,On Victoria Road after Salt River,Stop,18.4564943299592,-33.9318574719622
OPO2,STOP 1387 SALT RIVER to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPO4,STOP 1387 SALT RIVER to TAFELSIG LOST CITY,FIRST,On Victoria Road after Salt River,Stop,18.4564943299592,-33.9318574719622
OPO4,STOP 1387 SALT RIVER to TAFELSIG LOST CITY,LAST,On Katdoring Street after Sentinel,Stop,18.6292697341943,-34.0595687779936
OPO8,TAFELSIG to CITY,FIRST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPO8,TAFELSIG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPP4,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPP4,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPP6,WESTRIDGE to CITY,FIRST,On Eisleben Road 1st after Morgenster,Stop,18.6037647281354,-34.0401246455251
OPP6,WESTRIDGE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPP8,TOWN CENTRE B LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPP8,TOWN CENTRE B LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPP9,TOWN CENTRE B LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPP9,TOWN CENTRE B LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPQ4,TOLLGATE STOP 1036 to BAYVIEW,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
OPQ4,TOLLGATE STOP 1036 to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPQ6,CITY GOLDEN ACRE C LANE to BAYVIEW,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPQ6,CITY GOLDEN ACRE C LANE to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPQ8,CITY GOLDEN ACRE C LANE to LEAGUES,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPQ8,CITY GOLDEN ACRE C LANE to LEAGUES,LAST,On Eisleben Road after Highlands,Stop,18.5980395502578,-34.0278995091979
OPR4,BAYVIEW to CITY,FIRST,On Watussi Drive after Seafarer,Stop,18.5838817761479,-34.0734510390401
OPR4,BAYVIEW to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPR6,BAYVIEW to CITY,FIRST,On Watussi Drive after Seafarer,Stop,18.5838817761479,-34.0734510390401
OPR6,BAYVIEW to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPR7,CITY GOLDEN ACRE C LANE to BAYVIEW,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPR7,CITY GOLDEN ACRE C LANE to BAYVIEW,LAST,On Spine Road after Vesuvius,Stop,18.5821737927763,-34.0704882858796
OPR8,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPR8,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPS0,MERRYDALE AVE to CITY,FIRST,On Wespoort Drive 1st after Merrydale,Stop,18.6130853607039,-34.0480245738279
OPS0,MERRYDALE AVE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPS2,PORTLANDS to CITY,FIRST,On Wespoort Drive 1st after Merrydale,Stop,18.6130853607039,-34.0480245738279
OPS2,PORTLANDS to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPS4,MANDALAY to CITY,FIRST,On Auber Avenue after Kipling,Stop,18.6274190125525,-34.0146405071912
OPS4,MANDALAY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPT0,BAYVIEW to SOMERSET HOSP,FIRST,On Watussi Drive after Seafarer,Stop,18.5838817761479,-34.0734510390401
OPT0,BAYVIEW to SOMERSET HOSP,LAST,On Beach Road 2nd after Portswood,Stop,18.41725861906,-33.9044429507657
OPT1,SOMERSET HOSP to BAYVIEW,FIRST,On Beach Road after Granger,Stop,18.4171097098957,-33.9040816350474
OPT1,SOMERSET HOSP to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPT2,TOWN CENTRE - ARTSCAPE VIA FREEWAY VIA KLIPFONTEIN RD VIA BLACK RIVER PARKWAY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPT2,TOWN CENTRE - ARTSCAPE VIA FREEWAY VIA KLIPFONTEIN RD VIA BLACK RIVER PARKWAY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPT7,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPT7,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPU3,STOP 1387 SALT RIVER to BAYVIEW,FIRST,On Victoria Road after Salt River,Stop,18.4564943299592,-33.9318574719622
OPU3,STOP 1387 SALT RIVER to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPU8,MOWBRAY to TAFELSIG,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPU8,MOWBRAY to TAFELSIG,LAST,On Tafelberg Street after Bokkeveld,Stop,18.64046884704,-34.0546617360097
OPV3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPV3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPV4,CLOCK TOWER to CITY,FIRST,On Eisleben Road 1st after Selene,Stop,18.6020920973082,-34.0365402194156
OPV4,CLOCK TOWER to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPV6,CLOCK TOWER to CITY,FIRST,On Eisleben Road 1st after Selene,Stop,18.6020920973082,-34.0365402194156
OPV6,CLOCK TOWER to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPV8,WATERFRONT to MANDALAY,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
OPV8,WATERFRONT to MANDALAY,LAST,On Auber Avenue 2nd after Ryan,Stop,18.6247527433194,-34.0153355889318
OPW2,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPW2,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPW3,CAPE TOWN - TOWN CENTRE VIA ROCKLANDS,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPW3,CAPE TOWN - TOWN CENTRE VIA ROCKLANDS,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPW5,MOWBRAY to TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPW5,MOWBRAY to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPW7,SOMERSET HOSP - TOWN CENTRE VIA COLORADO PARK,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
OPW7,SOMERSET HOSP - TOWN CENTRE VIA COLORADO PARK,LAST,On AZ Berman after Sesame,Stop,18.6074053836464,-34.0208798819695
OPX1,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPX1,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPX4,MOWBRAY to TOWN CENTRE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPX4,MOWBRAY to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPX6,MOWBRAY to TAFELSIG LOST CITY,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
OPX6,MOWBRAY to TAFELSIG LOST CITY,LAST,On Sentinel Street after Fernwood,Stop,18.6291573341306,-34.0605060149357
OPX9,CITY GOLDEN ACRE C LANE to MANDALAY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPX9,CITY GOLDEN ACRE C LANE to MANDALAY,LAST,On Auber Avenue 2nd after Ryan,Stop,18.6247527433194,-34.0153355889318
OPY0,BEACON VALLEY to CITY,FIRST,On AZ Berman after Charlie,Stop,18.6178719089386,-34.0384654311665
OPY0,BEACON VALLEY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY2,BEACON VALLEY to CITY,FIRST,On AZ Berman after Charlie,Stop,18.6178719089386,-34.0384654311665
OPY2,BEACON VALLEY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY3,CITY GOLDEN ACRE B LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPY4,TOWN CENTRE A LANE to CITY,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPY4,TOWN CENTRE A LANE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY6,CITY GOLDEN ACRE B LANE to TAFELSIG LOST CITY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY6,CITY GOLDEN ACRE B LANE to TAFELSIG LOST CITY,LAST,On Oranjekloof Road after Cascade,Stop,18.6323905687787,-34.0592716355861
OPY8,CITY GOLDEN ACRE C LANE to BAYVIEW,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPY8,CITY GOLDEN ACRE C LANE to BAYVIEW,LAST,On Vesuvius Avenue after Spine,Stop,18.5811701875066,-34.0697005535964
OPY9,WATERFRONT to STRANDFONTEIN VILL,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
OPY9,WATERFRONT to STRANDFONTEIN VILL,LAST,On Dennegeur Avenue after Sloop,Stop,18.5482003431748,-34.0767507777631
OPZ3,WATERFRONT to BEACON VALLEY,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
OPZ3,WATERFRONT to BEACON VALLEY,LAST,On Auber Avenue 2nd after Ryan,Stop,18.6247527433194,-34.0153355889318
OPZ5,WATERFRONT to STRANDFONTEIN VILL,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
OPZ5,WATERFRONT to STRANDFONTEIN VILL,LAST,On Dennegeur Avenue after Sloop,Stop,18.5482003431748,-34.0767507777631
OPZ6,CITY GOLDEN ACRE C LANE to TOWN CENTRE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPZ6,CITY GOLDEN ACRE C LANE to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
OPZ8,CITY GOLDEN ACRE C LANE to MANDALAY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
OPZ8,CITY GOLDEN ACRE C LANE to MANDALAY,LAST,On Auber Avenue 2nd after Ryan,Stop,18.6247527433194,-34.0153355889318
ORA0,TOWN CENTRE C LANE to PHILIPPI IND,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
ORA0,TOWN CENTRE C LANE to PHILIPPI IND,LAST,On New Eisleben Road after White Hart,Stop,18.5941773426687,-34.0158335070425
PAA5,KILLARNEY to ATLANTIS,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
PAA5,KILLARNEY to ATLANTIS,LAST,On Charel Uys Avenue 2nd after Kerria,Stop,18.4872758110004,-33.5800231612547
PAB4,ATLANTIS to MONTAGUE GARDENS,FIRST,On Charel Uys Avenue 1st after Christopher Starke,Stop,18.4870927022036,-33.580022401973
PAB4,ATLANTIS to MONTAGUE GARDENS,LAST,On Montague Drive 3rd after Drill,Stop,18.5205455460935,-33.8774545529119
PAB6,BELLVILLE B LANE to ATLANTIS,FIRST,Bellville,Station,18.6298174453258,-33.9058781585298
PAB6,BELLVILLE B LANE to ATLANTIS,LAST,On Charel Uys Avenue 2nd after Kerria,Stop,18.4872758110004,-33.5800231612547
PAB7,ATLANTIS to BELLVILLE,FIRST,On Charel Uys Avenue 1st after Christopher Starke,Stop,18.4870927022036,-33.580022401973
PAB7,ATLANTIS to BELLVILLE,LAST,Bellville,Station,18.6298174453258,-33.9058781585298
PAD3,DARLING to CITY,FIRST,On Charel Uys Drive after Pella,Stop,18.4941201928568,-33.5496950888586
PAD3,DARLING to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
PAE1,CITY GOLDEN ACRE D LANE to DARLING,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
PAE1,CITY GOLDEN ACRE D LANE to DARLING,LAST,On Charel Uys Drive 2nd after Montreal,Stop,18.4930196017537,-33.5427123283735
PAE5,SAXONSEA to CITY,FIRST,On Hermes Avenue after Kent 1,Stop,18.4858434627796,-33.5472718004088
PAE5,SAXONSEA to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
PAE6,CITY GOLDEN ACRE D LANE to SAXONSEA,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
PAE6,CITY GOLDEN ACRE D LANE to SAXONSEA,LAST,On Hermes Avenue 4th after Grosvenor,Stop,18.4856493339795,-33.5473250888564
PAE9,SAXONSEA to EPPING IND,FIRST,On Hermes Avenue after Kent 1,Stop,18.4858434627796,-33.5472718004088
PAE9,SAXONSEA to EPPING IND,LAST,On Bofors Circle 2nd after Christian,Stop,18.547757409355,-33.9274213161089
PAF2,ATLANTIS to MONTAGUE GARDENS,FIRST,On Charel Uys Avenue 1st after Christopher Starke,Stop,18.4870927022036,-33.580022401973
PAF2,ATLANTIS to MONTAGUE GARDENS,LAST,On Montague Drive 3rd after Drill,Stop,18.5205455460935,-33.8774545529119
PAF3,KOEBERG POWER STN to ATLANTIS,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
PAF3,KOEBERG POWER STN to ATLANTIS,LAST,On Charel Uys Avenue 1st after Kerria,Stop,18.4878265104192,-33.5779698417247
PAF6,MAMRE to KOEBERG POWER STN,FIRST,On Seemeeu Street after Palm,Stop,18.466073883619,-33.5141180064993
PAF6,MAMRE to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
PAF7,KOEBERG POWER STN to MAMRE,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
PAF7,KOEBERG POWER STN to MAMRE,LAST,On Seemeeu Street after Enon,Stop,18.4662843582668,-33.513145199187
PAG8,ATLANTIS to BELLVILLE,FIRST,On Charel Uys Avenue 1st after Christopher Starke,Stop,18.4870927022036,-33.580022401973
PAG8,ATLANTIS to BELLVILLE,LAST,Bellville,Station,18.6298174453258,-33.9058781585298
PAG9,BELLVILLE B LANE to ATLANTIS,FIRST,Bellville,Station,18.6298174453258,-33.9058781585298
PAG9,BELLVILLE B LANE to ATLANTIS,LAST,On Charel Uys Avenue 2nd after Kerria,Stop,18.4872758110004,-33.5800231612547
PAH0,SAXONSEA to HANOVER PARK,FIRST,On Hermes Avenue after Kent 1,Stop,18.4858434627796,-33.5472718004088
PAH0,SAXONSEA to HANOVER PARK,LAST,On Heinz Road after Japhtha K. Masemola,Stop,18.5393314040396,-33.9978803795364
PAJ2,CAMBRIDGE to CHATSWORTH,FIRST,On Koeberg Road 1st after Loxton,Stop,18.4959375270786,-33.882413968573
PAJ2,CAMBRIDGE to CHATSWORTH,LAST,On Potsdam Road after Stables,Stop,18.5417204866926,-33.8105234206611
PAK7,KILLARNEY to ATLANTIS,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
PAK7,KILLARNEY to ATLANTIS,LAST,On Charel Uys Avenue 2nd after Kerria,Stop,18.4872758110004,-33.5800231612547
PAL4,ATLANTIS to BIG BAY,FIRST,On Charel Uys Avenue 1st after Christopher Starke,Stop,18.4870927022036,-33.580022401973
PAL4,ATLANTIS to BIG BAY,LAST,On Otto du Plessis Drive 2nd after Beach Estate,Stop,18.4607351925512,-33.7924264934808
PAQ8,DARLING to CITY,FIRST,On Dassenberg Road after Charel Uys,Stop,18.4794083861672,-33.5663854873927
PAQ8,DARLING to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
